customer_id,age,income,signup_channel,country,account_duration,last_login_days,num_transactions,support_tickets,premium_user,satisfaction_score,target
CUST100411,78,80150.14,web,Canada,3,,5,1,No,3,1
CUST100412,58,76547.94,Web,Germany,5,,16,2,No,1,0
CUST100413,53,34484.41, Referral,India,25,120,11,1,No,2,0
CUST100414,50,39338.6,web,US,58,2,6,0,N,5,0
CUST100415,21,51106.55,app,UK,49,315,10,3,no,3,0
CUST100416,50,70958.4,APP ,Canada,8,226,11,2,no,4,0
CUST100417,31,50855.2, Referral,India,17,,10,2,no,1,0
CUST100418,38,40291.39, Referral,Canada,9,144,10,0,No,4,1
CUST100419,65,49116.77,web,India,32,241,14,3, NO ,2,1
CUST100420,37,40572.73,APP ,Germany,6,,13,0,No,1,0
CUST100421,73,59037.16,app,Canada,49,262,7,1,N,4,0
CUST100422,25,39364.49, Referral,Germany,40,210,13,2,N,1,0
CUST100423,24,42343.46,app,UK,21,,12,2, YES ,2,0
CUST100424,20,337145.04,Web,Germany,7,196,7,1,No,4,0
CUST100425,34,38474.53,APP ,India,7,57,15,2,Y,3,0
CUST100426,50,28308.08,referral,UK,47,111,12,3,Y,5,1
CUST100427,65,51424.91,Web,Canada,39,47,10,0, YES ,4,0
CUST100428,29,44592.9,APP ,Canada,54,,8,3,N,,0
CUST100429,76,57671.23,web,India,27,326,9,0,No,4,1
CUST100430,68,54762.08,web,US,8,,6,3,no,1,1
CUST100431,39,49521.22,app,US,9,214,5,1,no,2,0
CUST100432,72,49084.35, Referral,Canada,28,330,15,2,Y,5,0
CUST100433,39,38962.12,referral,India,15,329,13,0,Y,1,0
CUST100434,63,51250.21,web,US,2,120,14,1,No,4,0
CUST100435,47,63219.27,APP ,Germany,7,212,10,3,No,2,1
CUST100436,55,35398.3, Referral,Canada,47,310,5,2,no,3,1
CUST100437,55,49919.04, Referral,Germany,18,40,8,3,N,4,1
CUST100438,62,65575.83,APP ,India,22,352,6,4,Yes,,0
CUST100439,68,287906.81, Referral,Germany,50,,11,2,N,2,0
CUST100440,71,69642.09,web,US,10,167,11,2, YES ,4,0
CUST100441,25,41477.87,APP ,US,54,33,7,4,no,1,0
CUST100442,44,22538.47,APP ,UK,50,317,5,0,N,1,0
CUST100443,44,53009.78,app,Canada,33,274,10,0,no,1,0
CUST100444,51,55438.56,referral,India,7,196,8,3,No,4,0
CUST100445,38,70526.33,app,Canada,3,,17,1, NO ,5,0
CUST100446,47,67822.19,referral,Germany,14,220,12,3, NO ,1,0
CUST100447,50,58051.15,APP ,India,44,9,10,2,Yes,,0
CUST100448,45,61480.85, Referral,India,46,119,12,1,Yes,4,0
CUST100449,64,47122.68,referral,US,36,122,17,1, NO ,5,0
CUST100450,50,31713.28,APP ,Germany,13,246,12,1, YES ,2,0
CUST100451,22,51765.82,APP ,US,16,359,12,1,No,2,1
CUST100452,77,64738.6,app,US,16,220,7,4,yes,,0
CUST100453,78,59845.41,app,UK,54,260,5,1,No,2,1
CUST100454,65,62507.11, Referral,US,5,57,10,7,Y,3,1
CUST100455,36,43583.66,Web,Canada,52,,10,4,N,5,0
CUST100456,21,46016.8,web,India,25,127,11,0,Yes,4,0
CUST100457,52,57251.38,Web,US,38,186,12,1, YES ,2,0
CUST100458,66,41802.39,Web,Canada,38,204,10,1,No,2,0
CUST100459,34,42264.24, Referral,Germany,50,85,17,1,no,5,0
CUST100460,61,54469.73,referral,India,38,,12,0,no,1,1
CUST100461,45,61413.57, Referral,Germany,39,142,10,2,N,2,0
CUST100462,47,47007.07, Referral,Canada,56,204,15,4,no,5,1
CUST100463,46,32552.16,APP ,Germany,56,128,7,1, YES ,1,1
CUST100464,63,38962.94,APP ,Germany,48,245,7,1, NO ,4,0
CUST100465,70,53055.08,APP ,Germany,41,37,8,0,No,1,0
CUST100466,23,52872.81,web,US,26,362,8,2,yes,2,0
CUST100467,52,53618.57,referral,US,59,108,13,2, YES ,4,0
CUST100468,77,57819.43,referral,US,13,308,16,1,Y,4,0
CUST100469,58,50087.16,APP ,India,44,51,9,0,no,1,1
CUST100470,54,53975.84,Web,Canada,51,0,13,1,No,4,0
CUST100471,41,49324.6,web,US,26,10,13,0,yes,1,0
CUST100472,46,67231,Web,Germany,55,,8,4,Yes,1,1
CUST100473,66,71485.13,app,Germany,55,234,12,1, NO ,1,0
CUST100474,63,32164.83,referral,Germany,1,127,3,2, YES ,5,0
CUST100475,70,46171.22,referral,Germany,8,213,6,2, NO ,2,0
CUST100476,48,50490.87,Web,UK,4,242,10,1, YES ,4,0
CUST100477,52,45996.28,web,India,21,,10,1, YES ,3,1
CUST100478,77,76893.84,referral,Canada,22,5,11,1, NO ,2,1
CUST100479,50,53359.33,Web,Canada,51,155,9,3, YES ,3,0
CUST100480,69,37919.42, Referral,US,53,7,16,4,Yes,1,0
CUST100481,78,58946.64, Referral,UK,58,4,8,0,N,4,0
CUST100482,38,54064.62,web,Canada,37,361,16,0, NO ,2,1
CUST100483,49,54562.89,Web,India,49,,11,5,Y,3,0
CUST100484,40,77118.14, Referral,Germany,3,111,8,0,No,3,0
CUST100485,50,55261.78,web,US,19,272,10,4,No,,0
CUST100486,20,45445.08,APP ,India,1,264,14,0,no,2,1
CUST100487,35,20670.85,web,Canada,29,211,11,3,yes,5,0
CUST100488,42,47519.01,app,UK,23,77,5,0,Y,1,0
CUST100489,59,69589.55,APP ,US,33,269,7,2,yes,4,1
CUST100490,48,48632.46,Web,Canada,55,153,6,4, YES ,3,0
CUST100491,71,16399.25,APP ,US,52,220,13,1, YES ,2,0
CUST100492,75,42524.56,APP ,Canada,41,,17,1, YES ,3,0
CUST100493,20,64890.33,Web,Germany,23,24,7,0,Y,2,1
CUST100494,57,58187.26,Web,UK,5,353,12,2,No,5,0
CUST100495,63,37401.79, Referral,Germany,7,,12,0,No,3,0
CUST100496,41,41520.73,app,Canada,57,2,8,1,Y,3,0
CUST100497,67,43839.37,Web,India,58,214,15,2,yes,4,1
CUST100498,49,40059.29,referral,Germany,6,111,9,1,N,2,0
CUST100499,64,19554.89,referral,India,49,191,9,1,Yes,2,0
CUST100500,39,61453.87,app,Canada,22,46,11,1,Yes,5,0
CUST100501,40,68855.9,web,UK,49,220,11,3, YES ,,0
CUST100502,19,27223.27,web,India,13,186,10,1,no,4,1
CUST100503,44,68657.79,referral,Canada,12,49,13,0,no,1,0
CUST100504,59,48454.65,Web,India,4,196,13,1,N,4,1
CUST100505,19,68376.99,app,Germany,8,215,10,1,yes,4,1
CUST100506,43,50569.26,web,Canada,37,220,10,0,N,4,1
CUST100507,34,52033.17,web,Germany,31,89,6,0,No,4,0
CUST100508,57,55586.52,APP ,US,37,231,9,2,yes,3,0
CUST100509,50,38149.01,referral,Canada,45,322,10,1,Y,4,0
CUST100510,26,67920.11,Web,India,26,257,9,1, YES ,2,1
CUST100511,60,33179.29,app,US,43,152,7,2,Yes,2,1
CUST100512,71,43969,web,Germany,8,255,11,3,no,4,0
CUST100513,65,57863.97,APP ,Germany,40,,17,1, NO ,2,1
CUST100514,56,42362.07,referral,India,33,64,9,2,yes,3,1
CUST100515,46,61662.97,referral,US,45,189,12,0,yes,1,1
CUST100516,59,70637.99,app,UK,29,,7,0,Y,4,0
CUST100517,72,65188.19,web,India,5,172,17,2, YES ,2,1
CUST100518,43,104791.35,app,Germany,28,246,10,0, YES ,2,1
CUST100519,52,51887.7,app,Canada,53,,8,1,No,3,0
CUST100520,67,65430.24, Referral,US,40,115,12,2, YES ,3,1
CUST100521,42,30248.77,APP ,UK,17,48,6,0,No,1,0
CUST100522,41,60854.16,referral,Canada,55,226,9,2, YES ,5,0
CUST100523,30,60011.91, Referral,US,23,68,8,1, NO ,5,1
CUST100524,77,31818.65,Web,India,45,125,11,2, YES ,5,0
CUST100525,75,312567.45,referral,India,9,212,10,1,Yes,1,1
CUST100526,24,54090.47,referral,US,2,52,10,0,N,4,0
CUST100527,74,59755.73,APP ,UK,32,111,7,2,N,5,0
CUST100528,53,35505.31,Web,US,51,158,7,1,no,5,0
CUST100529,62,52252.04,web,Canada,52,239,20,1,No,,0
CUST100530,37,24426.82,Web,Canada,49,149,9,1,No,2,1
CUST100531,18,15845.13,web,India,31,138,9,1, NO ,4,0
CUST100532,25,52112.43,Web,US,7,112,8,2,No,3,0
CUST100533,63,66508.96,app,India,30,142,14,1,N,,0
CUST100534,33,53794.05,Web,UK,58,137,7,2,yes,5,1
CUST100535,31,49048.31, Referral,Canada,3,303,8,0, YES ,1,0
CUST100536,29,47186.99, Referral,Germany,51,30,13,5, YES ,2,1
CUST100537,68,35861.52,APP ,Germany,51,292,6,0,No,1,0
CUST100538,40,46672.09,web,US,56,107,12,3,N,2,0
CUST100539,32,56325.27,referral,US,9,283,11,3,Y,1,1
CUST100540,45,43471.67,APP ,Germany,10,,8,2,N,2,0
CUST100541,51,61258.8, Referral,US,46,325,9,4,Yes,,0
CUST100542,19,52939.63, Referral,Canada,50,13,8,4,No,5,1
CUST100543,49,54754.69,web,UK,58,121,9,2, NO ,5,0
CUST100544,40,63329.94, Referral,UK,47,214,6,1,no,4,1
CUST100545,39,42098.67, Referral,India,26,,9,4, NO ,1,1
CUST100546,68,59890.71,web,Canada,1,24,11,0,yes,,0
CUST100547,42,44202.85, Referral,US,30,321,13,2, YES ,4,0
CUST100548,75,55092.72,referral,US,57,293,11,1,Y,,0
CUST100549,79,40313.43,app,India,38,168,9,1,N,3,1
CUST100550,78,36339.44,APP ,India,15,102,11,0,Yes,5,1
CUST100551,39,51377.97,referral,US,25,353,14,1,yes,5,0
CUST100552,75,21722,referral,US,6,39,10,1,Y,5,0
CUST100553,75,45555.99,app,Canada,18,234,8,0,yes,3,0
CUST100554,39,25904.34,APP ,India,1,319,12,5,Yes,2,0
CUST100555,66,61688.51,referral,Canada,56,88,10,2,Yes,1,0
CUST100556,69,65751.66, Referral,US,3,99,9,3,No,4,1
CUST100557,59,37040.73,app,Germany,17,143,9,4,no,4,1
CUST100558,23,282123.47,APP ,Germany,48,81,9,0,No,5,1
CUST100559,32,63487.04,Web,US,8,76,10,0,N,2,0
CUST100560,71,63537.04,web,India,49,58,7,1, YES ,1,1
CUST100561,60,53216.76, Referral,Germany,40,228,7,0,yes,1,1
CUST100562,77,61014.57,app,India,17,90,7,0,No,4,0
CUST100563,54,40260.03,web,Germany,25,353,6,1,Yes,4,0
CUST100564,50,51246.84,Web,India,41,0,8,0,Yes,4,1
CUST100565,25,42993.45,referral,Germany,12,268,14,1,Yes,1,1
CUST100566,70,38993.18,referral,India,29,285,9,2,No,4,0
CUST100567,77,50540.95,APP ,Canada,25,196,13,1, YES ,1,0
CUST100568,61,55212.96,app,India,51,273,6,3,N,5,0
CUST100569,61,67452.63,app,Canada,36,77,10,0,N,2,1
CUST100570,22,53977.33,APP ,Canada,53,140,10,2,Y,4,1
CUST100571,56,59628.96,web,US,54,287,7,2,No,1,0
CUST100572,21,59799.25,referral,Canada,25,70,11,2,No,5,0
CUST100573,23,90313.02,referral,UK,29,49,12,0, NO ,,1
CUST100574,62,22849.51,app,Canada,11,79,8,1,No,,1
CUST100575,49,39680.99,app,India,4,234,11,1,No,2,1
CUST100576,69,72110.84,APP ,Canada,14,286,5,4,Yes,5,1
CUST100577,47,44719.8,Web,India,46,,9,1, YES ,4,0
CUST100578,64,63287.05,web,India,38,154,7,1,no,4,1
CUST100579,52,53450.14, Referral,UK,17,59,7,4,No,3,0
CUST100580,72,81578.04,Web,Canada,2,,10,1, NO ,1,1
CUST100581,57,33304.18,Web,Canada,8,126,14,3,No,5,0
CUST100582,69,68327.01,app,Germany,36,220,14,1,no,,1
CUST100583,33,76243.72,app,Germany,10,199,6,1, NO ,4,1
CUST100584,30,34783.72,app,US,7,125,5,3,No,1,0
CUST100585,67,61743.05,Web,India,36,40,18,1, YES ,1,0
CUST100586,77,35517.53,web,UK,16,274,10,1,no,2,0
CUST100587,59,252262.12,app,Germany,14,296,6,2,Yes,4,1
CUST100588,47,46151.18,referral,Canada,16,84,14,3,Y,1,1
CUST100589,36,13958.69,web,US,25,88,10,3,No,2,1
CUST100590,34,56363.51,referral,UK,41,41,11,0,Y,2,0
CUST100591,73,52150.09,web,Canada,4,119,7,2,No,4,0
CUST100592,36,72186.18,app,Canada,29,278,14,2,yes,1,0
CUST100593,45,59167.15, Referral,India,56,32,7,6, YES ,1,0
CUST100594,75,84363.26,APP ,India,6,275,16,0,N,5,0
CUST100595,72,51605.64,app,Germany,1,152,11,1,yes,1,1
CUST100596,43,48417.05,Web,Germany,39,89,7,0,Yes,2,0
CUST100597,54,47234.65, Referral,Canada,1,103,10,4,Y,3,1
CUST100598,43,43406.17,Web,Canada,51,11,13,0,Y,,0
CUST100599,70,16883.74,web,Germany,40,159,12,1,no,3,0
CUST100600,79,46697.08,Web,Germany,57,195,4,1, YES ,1,0
CUST100601,40,18982.18, Referral,Canada,3,306,8,1,no,2,0
CUST100602,26,56780.5, Referral,UK,1,261,11,3,No,3,1
CUST100603,29,31399.1,app,Canada,1,90,15,4,no,4,0
CUST100604,70,36585.01,referral,UK,39,196,8,1,no,5,0
CUST100605,18,39958.85,app,UK,21,68,19,0,Y,3,1
CUST100606,75,46925.97,web,Canada,45,219,10,1,yes,5,1
CUST100607,75,50103.02,Web,US,30,213,13,5,Y,1,0
CUST100608,18,66267.19,referral,Germany,32,145,11,3, YES ,1,0
CUST100609,64,41337.05,APP ,India,33,232,7,1,no,4,0
CUST100610,51,57202.19, Referral,Canada,48,233,11,3,No,5,0
CUST100611,49,90963.01,referral,UK,22,213,11,1,yes,5,0
CUST100612,79,55660.26,referral,Canada,30,60,9,1, NO ,4,1
CUST100613,71,47292.65,app,Germany,54,362,15,2,no,,0
CUST100614,65,38312.73,APP ,UK,46,77,7,3,no,4,0
CUST100615,42,47085.03, Referral,India,4,94,10,0,N,1,0
CUST100616,57,36706.69,web,India,23,329,11,0, NO ,5,1
CUST100617,62,54029.92,web,India,55,215,14,0,No,2,0
CUST100618,70,51553.16,referral,US,44,212,8,3,No,2,0
CUST100619,18,17566.71,referral,UK,25,303,8,2,no,1,0
CUST100620,33,49721.63,Web,UK,12,199,8,0,no,5,0
CUST100621,78,66142.19,APP ,US,17,351,7,1,Y,5,0
CUST100622,56,44013.32, Referral,UK,53,30,11,6,Yes,4,0
CUST100623,22,40206.55,referral,US,15,289,16,1,No,3,0
CUST100624,39,29334.49,Web,Canada,10,342,12,2, YES ,4,0
CUST100625,46,22130.12,APP ,Germany,35,134,10,0, NO ,2,0
CUST100626,72,62470.24, Referral,India,55,,3,3,No,5,1
CUST100627,20,47277.83,web,US,52,46,12,1, YES ,3,0
CUST100628,29,61580.32,Web,US,52,205,4,2, YES ,4,1
CUST100629,43,72969.86,APP ,US,29,76,9,4, NO ,3,0
CUST100630,33,63818.72,Web,Canada,12,,9,0,N,2,1
CUST100631,68,41864.42,referral,US,1,91,9,1,Y,3,0
CUST100632,54,52173.01,app,Germany,1,99,6,1, NO ,5,0
CUST100633,39,40778.41,web,Germany,10,194,9,1,yes,3,1
CUST100634,74,39375.67,referral,India,18,191,6,0,N,3,1
CUST100635,46,55142.23,referral,Canada,47,67,14,1,N,4,1
CUST100636,31,37515.59,APP ,Germany,2,241,17,1,yes,3,1
CUST100637,45,16862.73,Web,UK,49,89,14,1, NO ,3,0
CUST100638,22,36677.78,web,UK,8,344,7,0,yes,2,0
CUST100639,64,45396.78,referral,UK,22,9,10,0,No,3,0
CUST100640,66,72820.98,APP ,US,22,263,7,2,Yes,4,0
CUST100641,47,42635.94,web,US,26,267,8,0, NO ,,1
CUST100642,63,57678.86,Web,UK,26,319,12,2,Yes,,0
CUST100643,79,47475.38,referral,India,9,117,7,1, YES ,2,1
CUST100644,69,68396.08, Referral,India,21,249,3,0,Y,1,0
CUST100645,22,67356.45,referral,US,31,58,8,1, YES ,5,0
CUST100646,29,67642.63,referral,UK,52,194,12,3,yes,3,0
CUST100647,33,23990.25,web,India,43,49,8,2,yes,2,0
CUST100648,43,53100.86,web,US,6,295,11,2,no,5,1
CUST100649,43,61384.08,web,UK,56,96,8,1,Y,4,1
CUST100650,65,55723.08,web,Canada,14,126,11,1,N,2,0
CUST100651,38,59548.94,APP ,UK,33,245,7,1,N,2,1
CUST100652,56,50875.27,app,UK,7,86,12,1,Y,3,0
CUST100653,53,38828.24,APP ,Germany,24,,7,1,No,,1
CUST100654,50,24543.54,referral,Germany,9,203,6,4,No,2,0
CUST100655,79,40316.46,APP ,Canada,11,145,8,1,Y,1,0
CUST100656,47,90171.65,Web,Canada,56,148,17,0,Yes,3,0
CUST100657,54,42715.23, Referral,UK,23,110,8,0,Y,,0
CUST100658,40,20609.15,web,India,48,128,15,0,Yes,2,0
CUST100659,75,60989.74,Web,Canada,51,252,7,2,No,1,0
CUST100660,27,62831.9, Referral,UK,2,,10,3, YES ,1,0
CUST100661,71,69309.87,Web,US,15,296,8,0,Y,4,0
CUST100662,22,57064.68,referral,Germany,35,136,11,0,Yes,3,1
CUST100663,53,62684.02,web,India,36,278,11,1,no,1,1
CUST100664,51,77603.26,Web,UK,52,333,10,3,no,2,1
CUST100665,69,38817.9,referral,US,54,10,9,1,Y,1,0
CUST100666,48,35842.24,web,Germany,28,70,14,2,yes,5,0
CUST100667,27,33581.2,app,US,39,158,8,1,Y,4,0
CUST100668,75,46013.46,referral,UK,44,215,14,0,No,4,0
CUST100669,36,71501.34,APP ,Canada,4,25,9,2,No,3,0
CUST100670,75,57921.03,web,Germany,10,285,9,3, NO ,,0
CUST100671,49,57330.38,Web,US,6,161,9,1,no,,0
CUST100672,18,22710.38, Referral,Canada,57,101,9,0,Yes,5,0
CUST100673,73,39602.2,Web,India,30,68,9,2,no,2,0
CUST100674,22,22465.14,APP ,UK,54,132,9,2,Yes,5,1
CUST100675,62,67568.69,APP ,UK,46,188,13,1, YES ,3,1
CUST100676,21,73784.7,Web,Germany,35,210,14,4,Y,3,0
CUST100677,33,61693.5, Referral,US,49,242,7,1,yes,3,0
CUST100678,41,35198.21,web,India,43,165,7,0,No,2,1
CUST100679,33,72230.34,referral,Germany,10,60,6,2,Y,3,1
CUST100680,72,46201.18,APP ,Germany,58,361,8,3,no,5,1
CUST100681,19,31783.11,APP ,US,53,,3,3,N,2,0
CUST100682,66,35533.94,APP ,India,32,112,7,2,N,5,0
CUST100683,45,43547.65, Referral,US,42,29,12,1,Y,,0
CUST100684,49,50743.68,app,UK,42,322,15,2,yes,3,1
CUST100685,44,47579.84, Referral,Canada,3,160,8,1,Yes,2,1
CUST100686,37,28809.97,web,UK,56,233,17,2, YES ,1,0
CUST100687,41,68199.75,web,UK,26,338,8,1,yes,5,0
CUST100688,29,47740.91,web,Germany,15,169,11,5,no,1,0
CUST100689,67,39293.69,web,UK,17,317,12,2,yes,,1
CUST100690,52,66654.54,web,India,27,185,9,2, NO ,3,1
CUST100691,77,32248.91,Web,UK,18,56,11,2,No,3,0
CUST100692,50,25566.65,APP ,India,51,239,11,1,N,1,0
CUST100693,50,69087.31, Referral,US,19,256,10,1, NO ,2,0
CUST100694,78,78370.82,Web,Germany,12,357,12,3,yes,3,1
CUST100695,68,43068.56, Referral,India,24,200,10,0,Y,,1
CUST100696,60,49310.45,app,UK,5,324,12,2,Yes,1,0
CUST100697,54,32800.03,referral,Germany,24,,12,1,No,5,0
CUST100698,29,50082.39,APP ,Germany,27,301,9,2,No,5,0
CUST100699,20,42864.42,app,India,48,,6,1,No,5,0
CUST100700,18,48468.07,Web,India,30,289,10,0, NO ,1,0
CUST100701,50,56138.88,referral,Canada,15,100,12,0,no,4,0
CUST100702,57,33527.82,app,Canada,47,,7,2,no,3,1
CUST100703,27,44572.83, Referral,Germany,59,152,8,2,Y,5,1
CUST100704,60,22943.28,referral,Canada,38,,10,0, NO ,1,0
CUST100705,61,44675.19, Referral,UK,44,152,7,0,Yes,4,0
CUST100706,46,48598.49,app,US,34,72,9,1,yes,1,0
CUST100707,30,53434.74,Web,Germany,27,,10,3,Y,3,1
CUST100708,29,53593.65, Referral,US,20,3,5,2,no,1,1
CUST100709,48,63558.84,referral,Canada,41,236,9,1,Y,2,0
CUST100710,63,26905,app,India,32,37,5,3,Yes,2,0
CUST100711,19,27705.84, Referral,Germany,4,19,11,0, NO ,5,0
CUST100712,78,57934.37,Web,Canada,5,112,8,1,Y,1,0
CUST100713,68,19415.58,APP ,UK,53,,8,2, YES ,1,0
CUST100714,67,52749.5,Web,Germany,58,135,8,2,N,5,0
CUST100715,52,32295.61,Web,Germany,8,247,8,1,N,5,0
CUST100716,40,73592.22,APP ,India,22,300,9,2,No,4,0
CUST100717,34,53756.79,Web,Germany,42,96,10,1,yes,1,1
CUST100718,43,46712.66,APP ,India,7,32,8,1, YES ,3,0
CUST100719,25,68415.81,APP ,Canada,22,,13,2,no,3,1
CUST100720,46,34048.97, Referral,UK,46,254,14,0, YES ,3,0
CUST100721,43,36898.86, Referral,UK,30,277,11,0,no,5,0
CUST100722,27,31078.18,APP ,Germany,37,132,15,0,N,5,0
CUST100723,43,37024.41,app,Germany,16,237,9,0, NO ,5,0
CUST100724,79,50916.73,referral,Canada,15,,7,1,Yes,3,0
CUST100725,51,57409.28,app,India,5,276,7,1,Yes,4,0
CUST100726,68,64421.33,APP ,UK,3,,9,1,Yes,2,0
CUST100727,58,22629.14,referral,India,23,344,6,1,no,1,1
CUST100728,24,47422.06, Referral,Canada,10,16,10,2,No,2,0
CUST100729,21,33377.53,referral,UK,5,311,11,1, YES ,,0
CUST100730,75,46920.69,APP ,UK,23,49,8,2,yes,5,1
CUST100731,70,85012.45, Referral,US,15,134,7,1,Yes,,1
CUST100732,67,54377.93,referral,Canada,18,117,10,5,no,2,0
CUST100733,62,63491.97,referral,Canada,25,,10,2,No,5,0
CUST100734,28,79410.37,app,US,8,59,14,0,Yes,1,0
CUST100735,46,66910.37,referral,India,31,124,9,3, YES ,2,0
CUST100736,73,43281.28,APP ,US,21,115,12,2,Yes,2,0
CUST100737,53,30862.52,web,Canada,2,172,14,1,yes,2,0
CUST100738,42,49547.84,web,India,22,186,9,1,N,2,1
CUST100739,38,41484.41,web,UK,8,87,9,1,yes,2,0
CUST100740,78,27132.18,APP ,US,23,202,16,1,Y,5,0
CUST100741,74,53613.87,web,India,32,360,10,3,N,1,0
CUST100742,53,53988.29,app,India,8,310,7,3,N,1,0
CUST100743,27,76536.75,APP ,India,4,319,8,0, YES ,4,0
CUST100744,54,222867.77, Referral,US,30,181,11,3,N,3,0
CUST100745,26,54201.82,APP ,UK,19,351,8,2,Yes,2,0
CUST100746,41,40017.72,APP ,India,23,,13,0,Y,1,1
CUST100747,52,63097.54,referral,US,18,180,7,1, YES ,3,0
CUST100748,66,48130.73,referral,Canada,53,299,9,0,no,3,0
CUST100749,52,32411.13,referral,US,29,129,11,1, YES ,5,1
CUST100750,65,49797.92,Web,US,23,148,5,0,yes,2,1
CUST100751,53,55857.84,app,US,33,305,6,1,N,,0
CUST100752,35,53829.1,APP ,India,52,208,11,1,N,3,1
CUST100753,66,65688.45,APP ,US,47,110,11,0,No,5,0
CUST100754,56,28279.15,referral,Canada,18,136,11,4,Yes,2,0
CUST100755,49,37358.86,APP ,India,54,354,5,2, YES ,1,0
CUST100756,41,59596.81, Referral,Canada,44,210,14,2,Yes,4,0
CUST100757,40,39120.97,APP ,Germany,33,145,9,1,Y,,0
CUST100758,79,53607.07,web,US,7,83,11,5,yes,5,0
CUST100759,49,13703.82, Referral,India,51,29,7,2,N,5,1
CUST100760,54,90739.2, Referral,India,28,64,12,0,N,5,0
CUST100761,29,45954.22,APP ,US,1,23,5,2,Y,5,0
CUST100762,66,67909.34,Web,UK,56,210,8,1, YES ,5,0
CUST100763,72,44946.53,referral,UK,39,221,15,1,Yes,4,1
CUST100764,30,56220.48,app,Canada,34,89,12,1,yes,3,1
CUST100765,40,361893.97,app,US,39,105,15,3,Yes,3,0
CUST100766,42,67487.09,web,US,19,171,6,2,yes,1,1
CUST100767,52,46933.18,app,Germany,31,229,8,1, YES ,3,1
CUST100768,58,47971.19,app,UK,13,,10,1,Yes,5,1
CUST100769,47,65053.5,referral,UK,57,67,12,3,No,3,0
CUST100770,34,84998.67,referral,US,24,,18,0,N,3,0
CUST100771,66,52884.24,Web,Canada,5,,8,1, YES ,5,0
CUST100772,79,79355.95,web,US,23,91,7,1, YES ,4,1
CUST100773,37,46378.78,app,Canada,19,87,7,4,Y,5,1
CUST100774,65,64279.41,Web,UK,1,49,8,0, NO ,3,1
CUST100775,42,66517.34,web,Germany,33,102,10,0, NO ,3,0
CUST100776,39,219252.96, Referral,India,59,45,6,1,yes,1,0
CUST100777,30,38793.83,app,UK,50,178,11,1,Y,5,0
CUST100778,76,67180.84,app,Canada,56,266,9,6,yes,,0
CUST100779,36,42026.65,referral,US,33,,14,1, YES ,1,0
CUST100780,66,36584.75,APP ,UK,32,319,6,0,yes,2,0
CUST100781,53,39740.61,web,Germany,59,7,12,1,N,1,1
CUST100782,29,41965.8,app,Canada,28,264,10,2,yes,3,0
CUST100783,78,62849.26,web,US,37,77,8,0,Yes,3,1
CUST100784,58,57725.64,Web,India,41,239,5,1,no,2,1
CUST100785,36,303674.37,Web,Canada,12,257,12,0,Yes,2,0
CUST100786,29,56320.7,APP ,US,9,195,13,2,no,5,0
CUST100787,26,41092.4,app,India,50,329,9,0,N,2,1
CUST100788,24,60456.54,referral,US,55,130,6,4,N,4,1
CUST100789,45,67736.81,app,India,11,342,13,0,Yes,3,0
CUST100790,31,58767.55,web,India,33,260,10,1,no,,0
CUST100791,48,56744.84, Referral,India,19,241,12,1, NO ,2,0
CUST100792,69,38494.18,Web,US,54,170,19,1, NO ,,0
CUST100793,36,53177.26,web,India,57,146,8,0, YES ,3,0
CUST100794,75,37696.38,APP ,Canada,42,269,15,4, NO ,,1
CUST100795,64,49639.58,Web,Germany,34,148,8,1,N,5,0
CUST100796,33,25396,referral,Germany,7,,11,0,yes,2,0
CUST100797,70,25511.62,Web,India,31,27,15,0,yes,2,1
CUST100798,22,47134.28, Referral,Germany,52,,8,1,no,5,0
CUST100799,52,41773.4,app,Germany,2,279,10,1, NO ,5,1
CUST100800,29,51601.81, Referral,India,19,,8,0,no,5,0
CUST100801,42,47978.47, Referral,India,38,165,12,1,Y,3,0
CUST100802,69,50452.86,app,Canada,32,16,17,2,yes,2,0
CUST100803,76,59129.11,Web,UK,10,149,8,3,Yes,5,0
CUST100804,38,43050.97,APP ,US,41,338,13,1,Y,,1
CUST100805,53,46708.34,app,India,8,44,14,0, YES ,3,1
CUST100806,70,71825.32,app,India,26,329,7,1, NO ,,1
CUST100807,40,50046.26,referral,Germany,30,188,10,2,no,2,0
CUST100808,33,47311.84,Web,Canada,11,138,11,1, YES ,4,1
CUST100809,74,51237.69,app,Germany,41,60,13,5,N,4,0
CUST100810,56,47579.53,APP ,India,20,,12,1,Yes,,0
CUST100811,62,39356.42,web,India,20,,4,2,No,3,0
CUST100812,70,35029.55,Web,Germany,9,32,8,0,No,2,0
CUST100813,59,38548.53,referral,India,8,298,14,1, YES ,2,0
CUST100814,75,63093.79, Referral,UK,15,111,5,0, YES ,2,0
CUST100815,56,40551.42,app,US,34,290,7,1, NO ,,0
CUST100816,31,47676.13,APP ,US,24,36,10,0,N,1,0
CUST100817,48,60511.04,Web,US,33,99,11,2,No,3,0
CUST100818,75,45824.13,APP ,UK,41,22,7,2,N,1,1
CUST100819,22,59500.42,APP ,India,41,217,10,0,Yes,4,0
CUST100820,52,26888.1, Referral,Germany,45,88,5,0,N,5,0
CUST100821,40,48012.25,referral,Canada,40,208,14,4, YES ,,1
CUST100822,46,51183.44,Web,India,27,270,8,0,no,1,0
CUST100823,60,50347.08,app,UK,21,,12,3,Yes,3,0
